"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Ichthyomyzon gagei","Southern Brook Lamprey","Species","Exact Match","Fish","Ichthyomyzon gagei","Minnesota,Missouri,Oklahoma,Tennessee","Minnesota,Missouri,Oklahoma,Tennessee",4,4,NA,"Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Ichthyomyzon"
"Ichthyomyzon greeleyi","Mountain Brook Lamprey","Species","Exact Match","Fish","Ichthyomyzon greeleyi","Kentucky,New York,North Carolina,Ohio,Pennsylvania,Virginia,West Virginia","Kentucky,New York,Ohio,Pennsylvania,Virginia,West Virginia",7,6,NA,"Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Ichthyomyzon"
"Ichthyomyzon unicuspis","Silver Lamprey","Species","Exact Match","Fish","Ichthyomyzon unicuspis,Icthyomyzon unicuspis","Illinois,Iowa,Nebraska,North Dakota,Ohio,Vermont,West Virginia","Illinois,Iowa,Nebraska,North Dakota,Ohio,Tennessee,Vermont,West Virginia",7,8,NA,"Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Ichthyomyzon"
"Ictalurus","Chihuahua catfish","Genus","Exact Match","Fish","Ictalurus sp.","Texas","Texas",1,1,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ictalurus"
"Ictalurus lupus","Headwater catfish","Species","Exact Match","Fish","Ictalurus lupus","New Mexico,Texas","Texas",2,1,"Resolved Taxon","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ictalurus"
"Icteria virens","Yellow-breasted Chat","Species","Exact Match","Birds","Icteria virens","California,Connecticut,Delaware,Illinois,Iowa,Michigan,Nebraska,New Jersey,New York,Ohio,Oregon,Rhode Island,Virginia","Arizona,California,Connecticut,Delaware,District of Columbia,Illinois,Maryland,Missouri,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia,Wisconsin",13,18,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Icteria"
"Icterus bullockii","Bullock's Oriole","Species","Exact Match","Birds","Icterus bullockii","Kansas,Oklahoma","Arizona,Kansas,Oklahoma",2,3,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus"
"Icterus galbula","Baltimore Oriole","Species","Exact Match","Birds","Icterus galbula","Connecticut,Delaware,Kansas,Maine,New Jersey,Ohio,Rhode Island","Connecticut,Delaware,District of Columbia,Iowa,Kansas,Maine,New Jersey,South Carolina",7,8,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus"
"Icterus spurius","Orchard Oriole","Species","Exact Match","Birds","Icterus spurius","Connecticut,Kansas,Louisiana,North Carolina,Ohio,Rhode Island,Tennessee,Texas","Maine,South Carolina,Tennessee,Texas",8,4,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus"
"Ictidomys tridecemlineatus","Thirteen-Lined Ground Squirrel","Species","Exact Match","Mammals","Ictidomys tridecemlineatus,Spermophilus tridecemlineatus","Arizona,Missouri,Ohio,Utah","Arizona,Missouri,Ohio",4,3,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Ictidomys"
"Ictinia mississippiensis","Mississippi Kite","Species","Exact Match","Birds","Ictinia mississippiensis","Arizona,Arkansas,Florida,Illinois,Indiana,Kansas,Kentucky,Missouri,Nebraska,North Carolina,Tennessee,Texas","Arizona,Florida,Illinois,Indiana,Kansas,Kentucky,Nebraska,Tennessee,Texas",12,9,NA,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Ictinia"
"Ictiobus cyprinellus","Bigmouth Buffalo","Species","Exact Match","Fish","Ictiobus cyprinellus","Pennsylvania,West Virginia","Pennsylvania,West Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Ictiobus"
"Ictiobus niger","Black Buffalo","Species","Exact Match","Fish","Ictiobus niger","Iowa,Kansas,Kentucky,Michigan,Minnesota,Mississippi,Nebraska,Oklahoma,Pennsylvania,West Virginia,Wisconsin","Iowa,Kansas,Kentucky,Minnesota,Mississippi,Nebraska,Ohio,Oklahoma,West Virginia,Wisconsin",11,10,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Ictiobus"
"Idia gopheri","Gopher tortoise burrow noctuid moth","Species","Exact Match","Insects","Idia gopheri","","Florida,Georgia",0,2,"Species of Concern","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia"
"Ilex amelanchier","Sarvis Holly","Species","Exact Match","Plants","Ilex amelanchier","","Louisiana",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex"
"Ilex collina","Hill Holly","Species","Exact Match","Plants","Ilex collina,Nemopanthus collinus","","Tennessee,West Virginia",0,2,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex"
"Ilex myrtifolia","Myrtle Holly","Species","Exact Match","Plants","Ilex myrtifolia","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex"
"Illicium floridanum","Florida Anise-Tree","Species","Exact Match","Plants","Illicium floridanum","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Illicium"
"Impatiens pallida","Pale Jewel-weed","Species","Exact Match","Plants","Impatiens pallida","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens"
"Indigofera miniata","Coast Indigo","Species","Exact Match","Plants","Indigofera miniata","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Indigofera"
"Inflectarius downieanus","Dwarf Globelet","Species","Exact Match","Mollusks","Inflectarius downieanus","Tennessee","North Carolina,Tennessee",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius edentatus","Smooth-lip Shagreen","Species","Fuzzy Match","Other","Inflectariusedentatus","","Oklahoma",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius ferrissi","Smoky Mountain Covert","Species","Exact Match","Mollusks","Inflectarius ferrissi","Tennessee","North Carolina,Tennessee",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius inflectus","Shagreen","Species","Exact Match","Mollusks","Inflectarius inflectus","","West Virginia",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius kalmianus","Brown Globelet","Species","Exact Match","Mollusks","Inflectarius kalmianus","Tennessee,Virginia","Tennessee,Virginia",2,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius magazinensis","Magazine Mountain Shagreen","Species","Exact Match","Other Invertebrates","Inflectarius magazinensis","Arkansas","Arkansas",1,1,"Recovery","Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius rugeli","Deep-tooth Shagreen","Species","Exact Match","Mollusks","Inflectarius rugeli","","West Virginia",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius smithi","Alabama Shagreen","Species","Exact Match","Mollusks","Inflectarius smithi","Tennessee","Tennessee",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius subpalliatus","Velvet Covert","Species","Exact Match","Mollusks","Inflectarius subpalliatus","Tennessee","North Carolina,Tennessee",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Inflectarius verus","a snail","Species","Exact Match","Mollusks","Inflectarius verus","","North Carolina",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Inflectarius"
"Ingolfiella","A cave obligate amphipod","Genus","Exact Match","Other","Ingolfiella n. sp.","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Ingolfiellidae","Ingolfiella"
"Inscudderia taxodii","Bald cypress katydid","Species","Exact Match","Insects","Inscudderia taxodii","Missouri","Missouri",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Inscudderia"
"Io fluvialis","Spiny Riversnail","Species","Exact Match","Mollusks","Io fluvialis","Alabama,Tennessee,Virginia","Alabama,Tennessee,Virginia",3,3,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Io"
"Ipomoea macrorhiza","Large-stem Morning-glory","Species","Exact Match","Plants","Ipomoea macrorhiza","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea"
"Ipomoea shumardiana","Shumard's morning glory","Species","Exact Match","Plants","Ipomoea shumardiana","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea"
"Ipomopsis havardii","Havard's standing cypress","Species","Exact Match","Plants","Ipomopsis havardii","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","Ipomopsis"
"Iris brevicaulis","Lamance Iris","Species","Exact Match","Plants","Iris brevicaulis","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Iris"
"Iris fulva","Copper Iris","Species","Exact Match","Plants","Iris fulva","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Iris"
"Iris hexagona","Walter's Iris","Species","Exact Match","Plants","Iris hexagona","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Iris"
"Iris prismatica","Slender Blue Flag","Species","Exact Match","Plants","Iris prismatica","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Iris"
"Iris X nelsonii","Abbeville Red Iris","Species","Fuzzy Match","Plants","Iris X nelsonii","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae","Iris"
"Ischnura kellicotti","Lilypad Forktail","Species","Exact Match","Insects","Ischnura kellicott,Ischnura kellicotti","Delaware,Ohio,Pennsylvania,Vermont,Wisconsin","Delaware,District of Columbia,Ohio,Pennsylvania,Vermont,West Virginia,Wisconsin",5,7,NA,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura"
"Ischyrus dunedinensis","Three Spotted Pleasing Fungus Beetle","Species","Exact Match","Insects","Ischyrus dunedinensis","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Erotylidae","Ischyrus"
"Islandiana","Marianna Cave Sheetweb Weaver Spider","Genus","Exact Match","Insects","Islandiana sp 1,Islandiana sp. 1,Islandiana sp. 2","West Virginia","Florida,West Virginia",1,2,NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Islandiana"
"Islandiana muma","A cave spider","Species","Exact Match","Arachnids","Islandiana muma","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Islandiana"
"Islandiana speophila","Cavern Sheet-web Spider","Species","Exact Match","Arachnids","Islandiana speophila","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Islandiana"
"Islandiana unicornis","A cave obligate spider","Species","Exact Match","Other Invertebrates","Islandianaunicornis,Islandiana unicornis","","Oklahoma,Texas",0,2,NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Islandiana"
"Isoetes boomii","Boom's Quillwort","Species","Exact Match","Plants","Isoetes boomii","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes caroliniana","Engelmann's Quillwort","Species","Exact Match","Plants","Isoetes caroliniana","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes engelmannii","Engelmann's quillwort","Species","Exact Match","Plants","Isoetes engelmannii,Isoetes engelmannii var. engelmannii","Missouri,Vermont","Missouri,Vermont",2,2,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes flaccida","Florida Quillwort","Species","Fuzzy Match","Plants","Isoetes flaccida,Isoetes flaccida var. alata,Isoetes flaccida var. flaccida","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes hyemalis","Winter Quillwort","Species","Exact Match","Plants","Isoetes hyemalis","Georgia","Georgia,South Carolina",1,2,"Under Review in the Candidate or Petition Process","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes junciformis","Rush Quillwort","Species","Exact Match","Plants","Isoetes junciformis","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes lacustris","lake quillwort","Species","Fuzzy Match","Plants","Isoetes lacustris,Isoetes macrospora","Vermont","Massachusetts,Tennessee,Vermont",1,3,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes lithophila","Rock quillwort","Species","Exact Match","Plants","Isoetes lithophila","","Texas",0,1,"Species of Concern","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes louisianensis","Louisiana Quillwort","Species","Exact Match","Plants","Isoetes louisianensis","","Louisiana",0,1,"Endangered","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes melanopoda","Blackfoot Quillwort","Species","Exact Match","Plants","Isoetes melanopoda","Nebraska","Tennessee",1,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes melanospora","Black-Spored Quillwort","Species","Exact Match","Plants","Isoetes melanospora","Georgia","Georgia,South Carolina",1,2,"Endangered","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes piedmontana","Piedmont Quillwort","Species","Exact Match","Plants","Isoetes piedmontana","","South Carolina,Texas",0,2,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes tegetiformans","Mat-Forming Quillwort","Species","Exact Match","Plants","Isoetes tegetiformans","Georgia","Georgia",1,1,"Endangered","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isoetes tennesseensis","Hiwassee Quillwort","Species","Exact Match","Plants","Isoetes tennesseensis","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes"
"Isogenoides varians","Rock Island springfly","Species","Exact Match","Insects","Isogenoides varians","Illinois,Minnesota,Virginia","Florida,Virginia",3,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isogenoides"
"Isonychia arida","A mayfly","Species","Exact Match","Insects","Isonychia arida","Virginia","Illinois,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia berneri","A Mayfly","Species","Exact Match","Insects","Isonychia berneri","Florida","Florida",1,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia georgiae","Georgia Isonychia mayfly","Species","Exact Match","Insects","Isonychia georgiae","Virginia","Florida,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia hoffmani","Hoffman's Isonychia mayfly","Species","Exact Match","Insects","Isonychia hoffmani","Pennsylvania,Virginia","Pennsylvania,Virginia",2,2,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia serrata","A mayfly","Species","Exact Match","Insects","Isonychia serrata","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia sicca","A Mayfly","Species","Exact Match","Insects","Isonychia sicca","Florida","Florida",1,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isonychia tusculanensis","A mayfly","Species","Exact Match","Insects","Isonychia tusculanensis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Isonychiidae","Isonychia"
"Isoperla bellona","Smokies Stripetail","Species","Exact Match","Insects","Isoperla bellona","","South Carolina",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Isoperla jewetti","Grande stripetail","Species","Exact Match","Insects","Isoperla jewetti","New Mexico","Texas",1,1,"Resolved Taxon","Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Isoperla major","Big stripetail stonefly","Species","Exact Match","Insects","Isoperla major","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Isoperla sagittata","Arrowhead Stripetail","Species","Exact Match","Insects","Isoperla sagittata","","Texas",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Isoperla szczytkoi","Magazine Stripetail","Species","Exact Match","Insects","Isoperla szczytkoi","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Isophyllastrea rigida","Rough Star Coral","Species","Fuzzy Match","Other Invertebrates","Isophyllastraea rigida","Florida","Florida",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Mussidae","Isophyllastrea"
"Isophyllia sinuosa","Sinuous Cactus Coral","Species","Exact Match","Other Invertebrates","Isophyllia sinuosa","Florida","Florida",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Mussidae","Isophyllia"
"Isotria medeoloides","Small Whorled Pogonia","Species","Exact Match","Plants","Isotria medeoloides","Georgia,Missouri","Connecticut,Georgia,Massachusetts,South Carolina,Tennessee,West Virginia",2,6,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Isotria"
"Isotria verticillata","Large Whorled Pogonia","Species","Exact Match","Plants","Isotria verticillata","Missouri,Vermont","Missouri,Vermont",2,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Isotria"
"Istiophorus platypterus","Sailfish","Species","Exact Match","Fish","Istiophorus platypterus","Florida,Texas","Texas",2,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Istiophorus"
"Isurus oxyrinchus","Shortfin mako shark","Species","Fuzzy Match","Fish","Isurus oxyrhinchus,Isurus oxyrinchus","Florida,New York,Texas","Delaware,Maine,New Jersey,New York,Texas",3,5,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus"
"Isurus paucus","Longfin Mako Shark","Species","Exact Match","Fish","Isurus paucus","Florida,Louisiana,New York,Texas","Delaware,Florida,New Jersey,Texas",4,4,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus"
"Ixobrychus exilis","Least Bittern","Species","Exact Match","Birds","Ixobrychus exilis,Ixobrychus  exilis","Alabama,Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,Virgin Islands,West Virginia","Alabama,Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",36,34,"Species of Concern","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus"
"Jamesianthus alabamensis","Jamesianthus","Species","Exact Match","Plants","Jamesianthus alabamensis","Georgia","Georgia",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jamesianthus"
"Juglans cinerea","Butternut","Species","Exact Match","Plants","Juglans cinerea","Georgia","Georgia,Tennessee,West Virginia",1,3,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans"
"Junco hyemalis","Dark-eyed Junco","Species","Exact Match","Birds","Junco hyemalis","Alaska,Connecticut,Maryland,Nebraska,Ohio,South Carolina","Maryland,Nebraska,South Carolina",6,3,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Junco"
"Juncus articulatus","Joint-Leaf Rush","Species","Exact Match","Plants","Juncus articulatus","Nebraska","Nebraska,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus balticus ssp. littoralis","Baltic Rush","Subspecies","Fuzzy Match","Plants","Juncus balticus var. littoralis","Missouri","West Virginia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus biflorus","Bog Rush","Species","Exact Match","Plants","Juncus biflorus","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus brachycarpus","Short-fruit Rush","Species","Exact Match","Plants","Juncus brachycarpus","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus brachycephalus","Small-headed Rush","Species","Exact Match","Plants","Juncus brachycephalus","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus debilis","Weak Rush","Species","Exact Match","Plants","Juncus debilis","Missouri","Massachusetts,Missouri",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus dichotomus","Forked Rush","Species","Exact Match","Plants","Juncus dichotomus","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus filiformis","Thread Rush","Species","Exact Match","Plants","Juncus filiformis","","Massachusetts,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus gymnocarpus","Naked-fruited Rush","Species","Exact Match","Plants","Juncus gymnocarpus","","Tennessee",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus scirpoides","Needle-pod Rush","Species","Exact Match","Plants","Juncus scirpoides","Nebraska","West Virginia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus subcaudatus","Woods-rush","Species","Exact Match","Plants","Juncus subcaudatus","","South Carolina,Vermont",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus torreyi","Torrey's Rush","Species","Exact Match","Plants","Juncus torreyi","Vermont","Vermont,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus trifidus","Highland Rush","Species","Exact Match","Plants","Juncus trifidus","Vermont","Tennessee,Vermont,West Virginia",1,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Juncus validus","A Rush","Species","Exact Match","Plants","Juncus validus","Missouri","Missouri",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus"
"Jungermannia fossombronioides","(a liverwort)","Species","Exact Match","Plants","Jungermannia fossombronioides","","Tennessee",0,1,NA,"Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia"
"Jungermannia pyriflora","(a liverwort)","Species","Exact Match","Plants","Jungermannia pyriflora","","Tennessee",0,1,NA,"Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia"
"Juniperus communis var. depressa","Ground Juniper","Variety","Exact Match","Plants","Juniperus communis var. depressa","Georgia","Georgia,South Carolina",1,2,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus"
"Junonia genoveva","Tropical Buckeye","Species","Exact Match","Insects","Junonia genoveva","Florida","Florida",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia"
"Justicia angusta","Narrowleaf Water-Willow","Species","Exact Match","Plants","Justicia angusta","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia"
"Justicia runyonii","Runyon's water-willow","Species","Exact Match","Plants","Justicia runyonii","","Texas",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia"
"Justicia warnockii","Warnock's water-willow","Species","Exact Match","Plants","Justicia warnockii","","Texas",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia"
"Justicia wrightii","Wright's water-willow","Species","Exact Match","Plants","Justicia wrightii","","Texas",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia"
"Kajikia albida","White marlin","Species","Fuzzy Match","Fish","Tetrapturus albidus","Texas","Texas",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Kajikia"
"Kallstroemia perennans","Perennial caltrop","Species","Exact Match","Plants","Kallstroemia perennans","","Texas",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Zygophyllales","Zygophyllaceae","Kallstroemia"
"Kalmia angustifolia var. carolina","Carolina Bog Myrtle","Variety","Fuzzy Match","Plants","Kalmia carolina,Kalmia Carolina","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia"
"Kalmia buxifolia","Sand-Myrtle","Species","Fuzzy Match","Plants","Leiophyllum buxifolium","Georgia","Georgia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia"
"Kalmia cuneata","White-wicky","Species","Exact Match","Plants","Kalmia cuneata","","South Carolina",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia"
"Kalmia latifolia","Mountain Laurel","Species","Exact Match","Plants","Kalmia latifolia","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia"
"Keltonia robusta","Conradina Mirid Bug","Species","Exact Match","Insects","Keltonia robusta","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Keltonia"
"Keltonia rubrofemorata","Scrub Wireweed Mirid Bug","Species","Exact Match","Insects","Keltonia rubrofemorata","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Keltonia"
"Kenkia glandulosa","Pink Planarian","Species","Fuzzy Match","Other Invertebrates","Macrocotyla glandulosa","Missouri","Missouri",1,1,"Species of Concern","Animalia","Platyhelminthes","Trepaxonemata","Neoophora","Kenkiidae","Kenkia"
"Kenkia lewisi","Lewis' Cave Planarian","Species","Fuzzy Match","Other Invertebrates","Macrocotyla lewisi","Missouri","Missouri",1,1,NA,"Animalia","Platyhelminthes","Trepaxonemata","Neoophora","Kenkiidae","Kenkia"
