"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Nigetia formosalis","Thin-winged Owlet Moth","Species","Exact Match","Insects","Nigetia formosalis","Delaware","Delaware",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nigetia"
"Nixe horrida","A Mayfly","Species","Exact Match","Insects","Nixe horrida","Maine","Maine",1,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Nixe"
"Nocomis biguttatus","Hornyhead Chub","Species","Exact Match","Fish","Nocomis biguttatus","Kansas,North Dakota,Pennsylvania,South Dakota,Wyoming","Kansas,Minnesota,North Dakota,Pennsylvania,South Dakota,Wyoming",5,6,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis"
"Nomada affabilis","no common name","Species","Exact Match","Other","Nomada affabilis","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada bella","no common name","Species","Exact Match","Other","Nomada bella","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada ceanothi","no common name","Species","Exact Match","Other","Nomada ceanothi","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada parva","no common name","Species","Exact Match","Other","Nomada parva","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada perplexa","no common name","Species","Exact Match","Other","Nomada perplexa","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada rubicunda","A Cuckoo Bee","Species","Exact Match","Insects","Nomada rubicunda","","Delaware,Maryland",0,2,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomada vegana","no common name","Species","Exact Match","Other","Nomada vegana","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada"
"Nomia maneei","Pearly-banded bee","Species","Fuzzy Match","Insects","Nomia maneii","","Maryland",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Nomia"
"Notemigonus crysoleucas","Golden Shiner","Species","Exact Match","Fish","Notemigonus crysoleucas","Connecticut","Connecticut,Iowa",1,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notemigonus"
"Notiobia sayi","A Ground Beetle","Species","Exact Match","Insects","Notiobia sayi","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiobia"
"Notiophilus aquaticus","A Ground Beetle","Species","Exact Match","Insects","Notiophilus aquaticus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus"
"Notiophilus borealis","A Ground Beetle","Species","Exact Match","Insects","Notiophilus borealis","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus"
"Notiophilus nemoralis","A Ground Beetle","Species","Exact Match","Insects","Notiophilus nemoralis","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus"
"Notiophilus novemstriatus","A Ground Beetle","Species","Exact Match","Insects","Notiophilus novemstriatus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Notiophilus"
"Notophthalmus viridescens","Eastern Newt","Species","Exact Match","Amphibians","Notophtalmus viridescens,Notophthalmus viridescens,Notopthalmus viridescens","Connecticut,District of Columbia,Iowa,Kansas,Rhode Island","Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Minnesota",5,7,NA,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus"
"Notophthalmus viridescens viridescens","Red-spotted Newt","Subspecies","Exact Match","Amphibians","Notophthalmus viridescens viridescens","","Ohio,Rhode Island",0,2,NA,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus"
"Notropis alborus","Whitemouth shiner","Species","Exact Match","Fish","Notropis alborus","South Carolina,Virginia","South Carolina,Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis altipinnis","Highfin Shiner","Species","Exact Match","Fish","Notropis altipinnis","","South Carolina,Virginia",0,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis amoenus","Comely Shiner","Species","Exact Match","Fish","Notropis amoemus,Notropis amoenus","Delaware,Maryland,New Jersey,New York,North Carolina,South Carolina,West Virginia","Delaware,Maryland,New Jersey,New York,Pennsylvania,South Carolina,West Virginia",7,7,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis ariommus","Popeye Shiner","Species","Exact Match","Fish","Notropis ariommus","Alabama,Georgia,Ohio,Virginia,West Virginia","Alabama,Georgia,Ohio,Virginia,West Virginia",5,5,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis atherinoides","Emerald shiner","Species","Exact Match","Fish","Notropis atherinoides","Virginia","Virginia",1,1,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis bifrenatus","Bridle Shiner","Species","Exact Match","Fish","Notropis bifrenatus","Connecticut,Delaware,Maryland,Massachusetts,New Hampshire,New Jersey,North Carolina,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia","Connecticut,Delaware,District of Columbia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia",12,15,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis blennius","River Shiner","Species","Exact Match","Fish","Notropis blennius","Kansas,Pennsylvania,West Virginia","Iowa,Kansas,Pennsylvania,West Virginia",3,4,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis boops","Bigeye Shiner","Species","Exact Match","Fish","Notropis boops","Illinois,Kansas,Louisiana,Mississippi,Ohio,West Virginia","Illinois,Kansas,Louisiana,Mississippi,Ohio,West Virginia",6,6,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis buchanani","Ghost Shiner","Species","Exact Match","Fish","Notropis buchanani","Alabama,Illinois,Iowa,Missouri,Ohio,Pennsylvania,West Virginia","Alabama,Illinois,Iowa,Missouri,Pennsylvania,West Virginia",7,6,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis chalybaeus","Ironcolor Shiner","Species","Exact Match","Fish","Notropis chaleybaeus,Notropis chalybaeus","Alabama,Delaware,Florida,Illinois,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,Texas,Virginia","Alabama,Delaware,Illinois,Louisiana,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,South Carolina,Texas,Virginia",14,15,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis chiliticus","Redlip Shiner","Species","Exact Match","Fish","Notropis chiliticus","South Carolina,Virginia","South Carolina,Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis heterodon","Blackchin Shiner","Species","Exact Match","Fish","Notropis heterodon","Illinois,New York,Ohio,Pennsylvania,Vermont","Illinois,New York,Pennsylvania,Vermont",5,4,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis heterolepis","Blacknose Shiner","Species","Exact Match","Fish","Notropis heterolepis,Notropis heterolepis 1,Notropis heterolepis 2","Illinois,Iowa,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Vermont","Illinois,Iowa,Maine,Missouri,Nebraska,New York,North Dakota,Ohio,South Dakota,Vermont",8,10,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis procne","Swallowtail Shiner","Species","Exact Match","Fish","Notropis procne","New York,West Virginia","Delaware,New Jersey,New York,Pennsylvania,South Carolina,West Virginia",2,6,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis scabriceps","New River shiner","Species","Exact Match","Fish","Notropis scabriceps","Virginia,West Virginia","Virginia,West Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis semperasper","Roughhead shiner","Species","Exact Match","Fish","Notropis semperasper","Virginia","Virginia",1,1,"Species of Concern","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis spectrunculus","Mirror Shiner","Species","Exact Match","Fish","Notropis spectrunculus","South Carolina,Virginia","South Carolina,Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Notropis stramineus","Sand shiner","Species","Exact Match","Fish","Notropis stramineus","Virginia","Virginia",1,1,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis"
"Noturus eleutherus","Mountain Madtom","Species","Exact Match","Fish","Noturus eleutherus","Alabama,Georgia,Illinois,Missouri,North Carolina,Ohio,Oklahoma,Pennsylvania,Virginia,West Virginia","Alabama,Georgia,Illinois,Missouri,North Carolina,Ohio,Oklahoma,Pennsylvania,Virginia,West Virginia",10,10,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus flavipinnis","Yellowfin Madtom","Species","Exact Match","Fish","Noturus flavipinnis","Georgia,Tennessee,Virginia","Georgia,Tennessee,Virginia",3,3,"Threatened","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus flavus","Stonecat","Species","Exact Match","Fish","Noturus flavus","Colorado,Kansas,Maryland,Michigan,Mississippi,North Carolina,Vermont,Virginia,Wyoming","Alabama,Arkansas,Colorado,Kansas,Maryland,Mississippi,North Carolina,Vermont,Virginia",9,9,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus gilberti","Orangefin madtom","Species","Exact Match","Fish","Noturus gilberti","North Carolina,Virginia","North Carolina,Virginia",2,2,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus gyrinus","Tadpole Madtom","Species","Exact Match","Fish","Noturus gyrinus","Iowa,Kansas,Michigan,Nebraska,Pennsylvania","Iowa,Kansas,Nebraska,New Jersey,Pennsylvania,Virginia",5,6,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus insignis","Margined Madtom","Species","Exact Match","Fish","Noturus insignis,Noturus insignis ssp. 1","Delaware,New Jersey,Virginia","Delaware,New Jersey,Pennsylvania",3,3,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus miurus","Brindled Madtom","Species","Exact Match","Fish","Noturus miurus","Alabama,Kansas,Michigan,Pennsylvania","Alabama,Kansas,Michigan,Pennsylvania",4,4,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Noturus stigmosus","Northern Madtom","Species","Exact Match","Fish","Noturus stigmosus","Illinois,Indiana,Kentucky,Michigan,Ohio,Pennsylvania,Tennessee,West Virginia","Illinois,Indiana,Kentucky,Michigan,Ohio,Pennsylvania,West Virginia",8,7,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Noturus"
"Novisuccinea chittenangoensis","Chittenango ovate amber snail","Species","Exact Match","Mollusks","Novisuccinea chittenangoensis","New York","New York",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Succineidae","Novisuccinea"
"Numenius borealis","Eskimo Curlew","Species","Exact Match","Birds","Numenius borealis","Alaska,Kansas,Massachusetts","Massachusetts",3,1,"Endangered","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius"
"Numenius phaeopus","Whimbrel","Species","Exact Match","Birds","Numenius phaeopus,Numenius phaeopus [M]","Alaska,Delaware,Georgia,Maine,Maryland,Massachusetts,Minnesota,New Jersey,New York,Puerto Rico,Rhode Island,South Carolina,Tennessee,Texas,Virginia,Virgin Islands,Wisconsin","Delaware,Florida,Georgia,Iowa,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,South Carolina,Tennessee,Virginia",17,14,"Species of Concern","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius"
"Nuphar microphylla","Tiny Cow-lily","Species","Exact Match","Plants","Nuphar microphylla","","Massachusetts",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar"
"Nuttallanthus canadensis","Old-field Toadflax","Species","Exact Match","Plants","Nuttallanthus canadensis","","Connecticut,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Nuttallanthus"
"Nyctanassa violacea","Yellow-crowned Night-Heron","Species","Exact Match","Birds","Nyctanassa violacea,Nyctanassa violaceus,Nycticorax violaceus","Arkansas,Connecticut,Delaware,Florida,Illinois,Indiana,Iowa,Kentucky,Louisiana,Maryland,Mississippi,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Texas,Virginia,Virgin Islands,West Virginia,Wisconsin","Arkansas,Connecticut,Delaware,District of Columbia,Florida,Illinois,Indiana,Kentucky,Maryland,Mississippi,New Jersey,New York,North Carolina,Pennsylvania,Rhode Island,South Carolina,Virginia,Wisconsin",23,18,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nyctanassa"
"Nycticeius humeralis","Evening Bat","Species","Exact Match","Mammals","Nycticeius humeralis","Delaware,Indiana,Iowa,Kentucky,Michigan,Nebraska,Ohio,West Virginia","Delaware,District of Columbia,Indiana,Iowa,Kentucky,Maryland,Michigan,Nebraska,Ohio,West Virginia",8,10,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Nycticeius"
"Nycticorax nycticorax","Black-crowned Night-Heron","Species","Exact Match","Birds","Nycticorax nycticorax","Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia,Virgin Islands,West Virginia,Wyoming","Arkansas,Delaware,District of Columbia,Florida,Illinois,Indiana,Iowa,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Vermont,Virginia,Wisconsin,Wyoming",32,28,"Species of Concern","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax"
"Nymphaea leibergii","dwarf water-lily","Species","Exact Match","Plants","Nymphaea leibergii","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea"
"Nymphalis l-album","Compton Tortoise Shell","Species","Exact Match","Insects","Nymphalis l-album,Nymphalis vaualbum,Nymphalis vaualbum (l-album)","Maryland","Iowa,Maryland,New Jersey,Ohio",1,4,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis"
"Obliquaria reflexa","Threehorn Wartyback","Species","Exact Match","Mollusks","Obliquaria reflexa","Kansas,Michigan,Ohio,Pennsylvania,West Virginia","Iowa,Michigan,Ohio,Pennsylvania,West Virginia",5,5,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Obliquaria"
"Obovaria olivaria","Hickorynut","Species","Exact Match","Mollusks","Obovaria olivaria","Alabama,Arkansas,Iowa,Louisiana,Michigan,Minnesota,Missouri,New York,South Dakota,Tennessee","Alabama,Arkansas,Iowa,Louisiana,Michigan,Minnesota,Pennsylvania,South Dakota,Tennessee,West Virginia",10,10,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Obovaria"
"Obovaria subrotunda","Round Hickorynut","Species","Exact Match","Mollusks","Obovaria subrotunda,Obovaria  subrotunda","Alabama,Arkansas,Georgia,Indiana,Kentucky,Michigan,New York,Pennsylvania,Tennessee","Alabama,Indiana,Kentucky,Michigan,Mississippi,Ohio,Pennsylvania,Tennessee,West Virginia",9,9,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Obovaria"
"Oceanodroma castro","Band-rumped Storm-Petrel","Species","Exact Match","Birds","Oceanodroma castro","Hawaii","Delaware,Florida,Hawaii",1,3,"Endangered","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
"Oceanodroma leucorhoa","Leach's Storm-Petrel","Species","Exact Match","Birds","Oceanodrama leucorhoa,Oceanodroma leucorhoa","Alaska,Massachusetts,Oregon","Maine,Maryland,Massachusetts",3,3,NA,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
"Ochrotomys nuttalli","Golden Mouse","Species","Exact Match","Mammals","Ochrotomys nuttalli","Illinois,Missouri,Ohio,Oklahoma,Tennessee,West Virginia","Illinois,Louisiana,Missouri,Oklahoma,Tennessee,West Virginia",6,6,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Ochrotomys"
"Ochrotrichia denningi","A Caddisfly","Species","Exact Match","Insects","Ochrotrichia denningi","","Maine",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Hydroptilidae","Ochrotrichia"
"Oclemena nemoralis","Bog Aster","Species","Exact Match","Plants","Oclemena nemoralis","","Vermont",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Oclemena"
"Oeneis jutta","Jutta arctic","Species","Exact Match","Insects","Oeneis jutta","New York,Vermont","New York,Vermont",2,2,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis"
"Oeneis melissa semidea","White Mountain Arctic","Subspecies","Exact Match","Insects","Oeneis melissa semidea","New Hampshire","New Hampshire",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis"
"Oeneis polixenes katahdin","Katahdin Arctic","Subspecies","Exact Match","Insects","Oeneis polixenes katahdin","Maine","Maine",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis"
"Oenothera argillicola","Shalebarren Evening-primrose","Species","Exact Match","Plants","Oenothera argillicola","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"Oenothera nutans","Nodding Evening-primrose","Species","Exact Match","Plants","Oenothera nutans","Missouri","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"Okeanobates americanus","A millipede","Species","Exact Match","Other Invertebrates","Okeanobates americanus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Julida","Okeanobatidae","Okeanobates"
"Oligia bridghamii","Bridgham's Brocade","Species","Fuzzy Match","Insects","Oligia bridghami","Indiana","Rhode Island",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia"
"Oligia minuscula","Bog Oligia","Species","Exact Match","Insects","Oligia minuscula","Rhode Island","Rhode Island",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia"
"Olisthopus micans","A Ground Beetle","Species","Exact Match","Insects","Olisthopus micans","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Olisthopus"
"Omalotheca sylvatica","woodland cudweed","Species","Exact Match","Plants","Omalotheca sylvatica","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Omalotheca"
"Omophron tessellatum","Round Sand Beetle","Species","Fuzzy Match","Insects","Omophron tesselatum","Connecticut,Rhode Island","Rhode Island",2,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Omophron"
"Oncozygia clavicornis","A turtle bug","Species","Exact Match","Insects","Oncozygia clavicornis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Oncozygia"
"Ondatra zibethicus","Muskrat","Species","Exact Match","Mammals","Ondatra zibethicus,Ondrata zibethicus","Arizona,Connecticut,Illinois,Ohio,Vermont","Connecticut,District of Columbia,Maine,Vermont",5,4,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Ondatra"
"Onomeris underwoodi","A millipede","Species","Exact Match","Other Invertebrates","Onomeris underwoodi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Glomerida","Glomeridae","Onomeris"
"Onychiurus janus","A Cave Springtail","Species","Exact Match","Other Invertebrates","Onychiurus janus","","West Virginia",0,1,NA,"Animalia","Arthropoda","Collembola","Collembola","Onychiuridae","Onychiurus"
"Onychoprion anaethetus","Bridled Tern","Species","Fuzzy Match","Birds","Onychoprion anaethetus,Sterna anaethaetus,Sterna anaethetus","American Samoa,Delaware,Florida,New Jersey,Virgin Islands","Delaware,Florida,New Jersey",5,3,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Onychoprion"
"Oodes americanus","A Ground Beetle","Species","Exact Match","Insects","Oodes americanus","","District of Columbia",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Oodes"
"Opheodrys aestivus","Rough Green Snake","Species","Exact Match","Reptiles","Opheodrys aestivus","Delaware,District of Columbia,Indiana,Kansas,Ohio,Pennsylvania,West Virginia","Delaware,District of Columbia,Indiana,Kansas,New Jersey,Ohio,Pennsylvania,West Virginia",7,8,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Opheodrys"
"Opheodrys vernalis","Smooth Green Snake","Species","Fuzzy Match","Reptiles","Liochlorophis vernalis,Opheodrys vernalis","Connecticut,Illinois,Indiana,Iowa,Michigan,Minnesota,Missouri,Montana,Nebraska,New Hampshire,New York,North Carolina,North Dakota,Ohio,Utah,Vermont,Virginia,Wyoming","Connecticut,Illinois,Indiana,Iowa,Maryland,Massachusetts,Michigan,Minnesota,Montana,Nebraska,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Texas,Vermont,Virginia,West Virginia,Wyoming",18,21,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Opheodrys"
"Ophioderma brevispinum","Short-armed brittle star","Species","Exact Match","Other Invertebrates","Ophioderma brevispinum","South Carolina","Rhode Island",1,1,NA,"Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiodermatidae","Ophioderma"
"Ophioglossum engelmannii","Limestone Adder's-tongue","Species","Exact Match","Plants","Ophioglossum engelmannii","Nebraska","Nebraska,West Virginia",1,2,NA,"Plantae","Tracheophyta","Polypodiopsida","Ophioglossales","Ophioglossaceae","Ophioglossum"
"Ophioglossum pusillum","Northern Adder's-tongue","Species","Exact Match","Plants","Ophioglossum pusillum","Nebraska","Connecticut,Massachusetts,Nebraska,Vermont,West Virginia",1,5,NA,"Plantae","Tracheophyta","Polypodiopsida","Ophioglossales","Ophioglossaceae","Ophioglossum"
"Ophiogomphus","Chesapeake snaketail","Genus","Exact Match","Insects","Ophiogomphus sp.,Ophiogomphus sp 1","Iowa,Maryland","Maryland",2,1,"Species of Concern","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus anomalus","Extra-striped snaketail","Species","Exact Match","Insects","Ophiogomphus anomalis,Ophiogomphus anomalus","Michigan,Minnesota,New Jersey,New York,Pennsylvania,Wisconsin","Maine,Michigan,Minnesota,New Jersey,New York,Pennsylvania,Wisconsin",6,7,"Species of Concern","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus aspersus","Brook Snaketail","Species","Exact Match","Insects","Ophiogomphus aspersus","Massachusetts,New York,Rhode Island,Vermont,Virginia","Massachusetts,New Jersey,New York,Rhode Island,Vermont,Virginia",5,6,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus carolus","Riffle Snaketail","Species","Exact Match","Insects","Ophiogomphus carolus","Massachusetts,Ohio,Pennsylvania,Vermont,Virginia,West Virginia","Massachusetts,Minnesota,New Jersey,Ohio,Pennsylvania,Vermont,Virginia,West Virginia",6,8,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus colubrinus","Boreal Snaketail","Species","Exact Match","Insects","Ophiogomphus colubrinus","Maine,New York","Maine,Minnesota,New York",2,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus howei","Pygmy snaketail","Species","Exact Match","Insects","Ophiogomphus howei","Maine,Michigan,Minnesota,New York,Pennsylvania,Tennessee,Virginia,Wisconsin","Maine,Maryland,Michigan,Minnesota,New York,Pennsylvania,Tennessee,Virginia",8,8,"Species of Concern","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus incurvatus alleghaniensis","Allegheny snaketail","Subspecies","Fuzzy Match","Insects","Ophiogomphus alleghaniensis,Ophiogomphus allegheniensis,Ophiogomphus incurvatus alleghaniensis","Tennessee,Virginia","Tennessee,Virginia,West Virginia",2,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus incurvatus incurvatus","Appalachian snaketail","Subspecies","Exact Match","Insects","Ophiogomphus incurvatus incurvatus","Pennsylvania","Maryland,Pennsylvania",1,2,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus mainensis","Maine snaketail","Species","Exact Match","Insects","Ophiogomphus mainensis","Pennsylvania,Rhode Island,Vermont,Virginia","New Jersey,Pennsylvania,Rhode Island,Vermont,Virginia",4,5,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus mainensis fastigiatus","Maine Snaketail","Subspecies","Exact Match","Insects","Ophiogomphus mainensis fastigiatus","West Virginia","Maryland,West Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophiogomphus rupinsulensis","Rusty Snaketail","Species","Exact Match","Insects","Ophiogomphus rupinsulensis","Iowa,Maryland,Vermont","Iowa,Maryland,Ohio,Vermont,West Virginia",3,5,NA,"Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus"
"Ophisaurus attenuatus longicaudus","Eastern Slender Glass Lizard","Subspecies","Exact Match","Reptiles","Ophisaurus attenuatus longicaudus","Kentucky,Louisiana,North Carolina,Tennessee","Alabama,Kentucky,North Carolina,Tennessee,Virginia",4,5,NA,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Ophisaurus"
"Ophisaurus ventralis","Eastern glass lizard","Species","Exact Match","Reptiles","Ophisaurus ventralis","Louisiana,Virginia","Louisiana,Virginia",2,2,NA,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Ophisaurus"
"Opsanus tau","Oyster Toadfish","Species","Exact Match","Fish","Opsanus tau","Connecticut,Florida,New York,Rhode Island,South Carolina","Connecticut,Delaware,New Jersey,New York,Rhode Island",5,5,NA,"Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Opsanus"
"Opuntia humifusa","Eastern Prickly Pear","Species","Exact Match","Plants","Opuntia humifusa","","Connecticut,Massachusetts",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia"
