"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Melicope anisata","mokihana","Species","Exact Match","Plants","Melicope anisata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope balloui","Alani","Species","Exact Match","Plants","Melicope balloui","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope christophersenii","Alani","Species","Exact Match","Other","Melicope christophersenii","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope clusiifolia","kukaemoa","Species","Exact Match","Plants","Melicope clusiifolia","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope cruciata","pilo ula","Species","Exact Match","Plants","Melicope cruciata","Hawaii","Hawaii",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope degeneri","Alani","Species","Exact Match","Plants","Melicope degeneri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope haupuensis","Alani","Species","Exact Match","Plants","Melicope haupuensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope hiiakae","Alani","Species","Exact Match","Plants","Melicope hiiakae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope knudsenii","Alani","Species","Exact Match","Plants","Melicope knudsenii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope lydgatei","Alani","Species","Exact Match","Plants","Melicope lydgatei","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope macropus","no common name","Species","Exact Match","Plants","Melicope macropus","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope makahae","Alani","Species","Exact Match","Plants","Melicope makahae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope mucronulata","Alani","Species","Exact Match","Plants","Melicope mucronulata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope munroi","Alani","Species","Exact Match","Plants","Melicope munroi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope ovalis","Alani","Species","Exact Match","Plants","Melicope ovalis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope pallida","Alani","Species","Exact Match","Plants","Melicope pallida","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope paniculata","Alani","Species","Exact Match","Plants","Melicope paniculata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope puberula","Alani","Species","Exact Match","Other","Melicope puberula","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope quadrangularis","Alani","Species","Exact Match","Plants","Melicope quadrangularis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope reflexa","Alani","Species","Exact Match","Plants","Melicope reflexa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope saint-johnii","Alani","Species","Exact Match","Plants","Melicope saint-johnii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope wailauensis","No Common Name","Species","Exact Match","Other","Melicope wailauensis","","Hawaii",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melicope zahlbruckneri","Alani","Species","Exact Match","Plants","Melicope zahlbruckneri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Melicope"
"Melithaea bicolor","Bicolor Gorgonian","Species","Followed Accepted AphiaID","Other Invertebrates","Acabaria bicolor","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Alcyonacea","Melithaeidae","Melithaea"
"Mentzelia mollis","smooth mentzelia","Species","Exact Match","Plants","Mentzelia mollis","Oregon","Oregon",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Mentzelia"
"Mentzelia packardiae","Packard's mentzelia","Species","Exact Match","Plants","Mentzelia packardiae","Oregon","Oregon",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Mentzelia"
"Merluccius productus","Pacific hake (Georgia Basin DPS)","Species","Exact Match","Fish","Merluccius productus","","Washington",0,1,NA,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius"
"Mesocentrotus franciscanus","Red Sea Urchin","Species","Exact Match","Other Invertebrates","Mesocentrotus franciscanus","","Oregon",0,1,NA,"Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus"
"Mesoplodon densirostris","Blainesville’s Beaked Whale, Densebeaked Whale","Species","Exact Match","Mammals","Mesoplodon densirostris","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Mammalia","Cetacea","Hyperoodontidae","Mesoplodon"
"Metabetaeus lohena","no common name","Species","Exact Match","Other","Metabetaeus lohena","Hawaii","Hawaii",1,1,"Resolved Taxon","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae","Metabetaeus"
"Metacarcinus magister","Dungeness Crab","Species","Exact Match","Other","Metacarcinus magister","","Oregon",0,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus"
"Metapenaeopsis","bicolor sand shrimp","Genus","Exact Match","Other","Metapenaeopsis sp.","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeopsis"
"Metrosideros polymorpha","ohia","Species","Exact Match","Plants","Metrosideros polymorpha","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Metrosideros"
"Mezonevron kavaiense","uhiuhi","Species","Fuzzy Match","Plants","Caesalpinia kavaiensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mezonevron"
"Micrasterias adscendens","No Common Name","Species","Exact Match","Other","Micrasterias adscendens","Hawaii","Hawaii",1,1,NA,"Plantae","Charophyta","Conjugatophyceae","Zygnematales","Desmidiaceae","Micrasterias"
"Microbrotula rubra","no common name","Species","Exact Match","Fish","Microbrotula rubra","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Microbrotula"
"Microdipodops megacephalus","Dark Kangaroo Mouse","Species","Exact Match","Mammals","Microdipodops megacephalus","Idaho,Utah","Idaho,Nevada,Utah",2,3,NA,"Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Microdipodops"
"Microlepia strigosa var. mauiensis","no common name","Variety","Exact Match","Plants","Microlepia strigosa var. mauiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae","Microlepia"
"Micropeuce setosa","No Common Name","Species","Followed Accepted AphiaID","Other","Micropeuce setosus","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Micropeuce"
"Microseris howellii","Howell's Microseris","Species","Exact Match","Plants","Microseris howellii","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Microseris"
"Microtus canicaudus","Gray-tailed vole","Species","Exact Match","Mammals","Microtus canicaudus","Washington","Washington",1,1,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus"
"Microtus pennsylvanicus","Penobscot Meadow Vole","Species","Fuzzy Match","Mammals","Microtus pennsylvanicus,Microtus pennsylvanicus dukecampbelli,Microtus pennsylvanicus kincaidi,Microtus pennsylvanicus Provectus,Microtus pennsylvanicus shattucki","Alaska,Florida,Maine,North Carolina,Ohio,Rhode Island,South Carolina,Washington","Alaska,District of Columbia,Florida,Maine,South Carolina,Washington",8,6,"Endangered","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus"
"Microtus townsendii","Shaw Island Townsend's vole","Species","Fuzzy Match","Mammals","Microtus townsendii pugeti","Washington","Washington",1,1,"Resolved Taxon","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus"
"Mirabilis macfarlanei","McFarlane's four-o'clock","Species","Exact Match","Plants","Mirabilis macfarlanei","Oregon","Oregon",1,1,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis"
"Mirounga angustirostris","Northern Elephant Seal","Species","Exact Match","Mammals","Mirounga angustirostris","Alaska","Oregon",1,1,NA,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga"
"Mithrodia fisheri","Fisher's star","Species","Exact Match","Other Invertebrates","Mithrodia fisheri","Hawaii","Hawaii",1,1,NA,"Animalia","Echinodermata","Asteroidea","Valvatida","Mithrodiidae","Mithrodia"
"Moho bishopi","Bishop’s ‘O‘o","Species","Exact Match","Birds","Moho bishopi","Hawaii","Hawaii",1,1,"Species of Concern","Animalia","Chordata","Aves","Passeriformes","Mohoidae","Moho"
"Moho braccatus","Kauai oo, oo aa","Species","Exact Match","Birds","Moho braccatus","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Mohoidae","Moho"
"Monachus schauinslandi","Hawaiian monk seal, ilio-holo-i-ka-uaua","Species","Exact Match","Mammals","Monachus schauinslandi","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Monachus"
"Monadenia fidelis minor","Oregon snail (Dalles sideband)","Unknown Taxonomic Rank","Legacy Match","Mollusks","Monadenia fidelis minor","Oregon","Washington",1,1,"Under Review in the Candidate or Petition Process",NA,NA,NA,NA,NA,NA
"Monarcha takatsukasae","Tinian Monarch","Species","Fuzzy Match","Birds","Monarcha tatatsukasae","Northern Mariana Islands","Northern Mariana Islands",1,1,NA,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","Monarcha"
"Montipora capitata","rice coral","Species","Exact Match","Other Invertebrates","Montipora capitata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora digitata","irregular rice coral","Species","Fuzzy Match","Other Invertebrates","Montipora dilatata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora flabellata","Blue Rice Coral","Species","Exact Match","Other Invertebrates","Montipora flabellata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora patula","spreading coral","Species","Exact Match","Other Invertebrates","Montipora patula","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora studeri","branching rice coral","Unknown Taxonomic Rank","Legacy Match","Other Invertebrates","Montipora studeri","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Montipora tuberculosa","no common name","Species","Exact Match","Other Invertebrates","Montipora tuberculosa","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora turgescens","lumpy rice coral","Species","Exact Match","Other Invertebrates","Montipora turgescens","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Montipora verrilli","no common name","Species","Exact Match","Other Invertebrates","Montipora verrilli","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Montipora"
"Myadestes lanaiensis","Moloka‘i Thrush, Oloma‘o","Species","Exact Match","Birds","Myadestes lanaiensis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Myadestes"
"Myadestes myadestinus","large Kauai thrush, kamao","Species","Exact Match","Birds","Myadestes myadestinus","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Turdidae","Myadestes"
"Myadestes obscurus","Hawaiian thrush, omao","Species","Exact Match","Birds","Myadestes obscurus","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Myadestes"
"Myadestes palmeri","Small Kaua‘i Thrush, Puaiohi","Species","Exact Match","Birds","Myadestes palmeri","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Turdidae","Myadestes"
"Myoporum sandwicense","naio","Species","Exact Match","Plants","Myoporum sandwicense","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Myoporum"
"Myotis californicus","California Myotis","Species","Exact Match","Mammals","Myotis californicus","Alaska,Arizona,Idaho,Oregon","Alaska,Oregon,Texas",4,3,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myotis ciliolabrum","Western Small-footed Myotis","Species","Exact Match","Mammals","Myotis ciliolabrum","California,Kansas,Nevada,North Dakota,Wyoming","Idaho,Kansas,Nevada,North Dakota,Texas,Wyoming",5,6,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myotis keenii","Keen's myotis","Species","Exact Match","Mammals","Myotis keeni,Myotis keenii","Alaska,Washington","Alaska,Washington",2,2,"Species of Concern","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myotis lucifugus","Little Brown Bat","Species","Exact Match","Mammals","Myotis lucifigus,Myotis lucifrugus,Myotis lucifugus","Alabama,Alaska,California,Connecticut,Indiana,Kansas,Mississippi,Nevada,Ohio,Rhode Island,Vermont,Wyoming","Alabama,Alaska,Arkansas,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Idaho,Indiana,Iowa,Kansas,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Nebraska,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Utah,Vermont,Virginia,West Virginia,Wisconsin,Wyoming",12,37,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myotis thysanodes","Fringe-Tailed Myotis","Species","Exact Match","Mammals","Myotis thysanode,Myotis thysanodes,Myotis thysanodes 11,Myotis thysanodes 12,Mytois thysanodes","California,Colorado,Idaho,Montana,Nebraska,Nevada,Oregon,Texas,Utah,Wyoming","California,Colorado,Nevada,Oregon,Texas,Utah,Wyoming",10,7,"Species of Concern","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myotis volans","Long-legged Myotis","Species","Exact Match","Mammals","Myotis volans,Myotis Volans,Myotis volans (longicrus)","Alaska,California,Nebraska,North Dakota,Oregon,Wyoming","Alaska,California,Nebraska,North Dakota,Oregon,Texas,Wyoming",6,7,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis"
"Myriopathes cf. japonica","dense feathery black coral","Unknown Taxonomic Rank","Legacy Match","Other Invertebrates","Myriopathes cf. japonica","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Myriopathes ulex","feathery black coral","Species","Exact Match","Other Invertebrates","Myriopathes ulex","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Antipatharia","Myriopathidae","Myriopathes"
"Myrsine","kolea","Genus","Exact Match","Plants","Myrsine sp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine juddii","no common name","Species","Exact Match","Plants","Myrsine juddii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine knudsenii","kolea","Species","Exact Match","Plants","Myrsine knudsenii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine lessertiana","kolea","Species","Exact Match","Plants","Myrsine lessertiana","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine linearifolia","no common name","Species","Exact Match","Plants","Myrsine linearifolia","Hawaii","Hawaii",1,1,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine mezii","kolea","Species","Exact Match","Plants","Myrsine mezii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine sandwicensis","Kolea Lauli<U+02BB>i","Species","Fuzzy Match","Plants","Myrsine sandwichensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Myrsine vaccinioides","Kolea","Species","Fuzzy Match","Other","Myrsine vacciniodes","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Myrsine"
"Mytilus californianus","California Mussel","Species","Exact Match","Mollusks","Mytilus californianus","","Oregon",0,1,NA,"Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus"
"Myzomela rubratra saffordi","Micronesian honeyeater","Subspecies","Fuzzy Match","Birds","Myzomela rubratra saffordi,Myzomela rubratta saffordi","Guam","Northern Mariana Islands",1,1,NA,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela"
"Naccaria hawaiiana","No Common Name","Species","Exact Match","Other","Naccaria hawaiiana","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Naccariaceae","Naccaria"
"Nama sandwicensis","no common name","Species","Exact Match","Plants","Nama sandwicensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Nama"
"Navicula genustriata","No Common Name","Species","Exact Match","Other","Navicula genustriata","Hawaii","Hawaii",1,1,NA,"Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
"Navicula hawaiiensis","No Common Name","Species","Followed Accepted AphiaID","Other","Navicula hawaiiensis","Hawaii","Hawaii",1,1,NA,"Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
"Navicula oahuensis","No Common Name","Unknown Taxonomic Rank","Legacy Match","Other","Navicula oahuensis","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Navicula testata","No Common Name","Species","Followed Accepted AphiaID","Other","Navicula testata","Hawaii","Hawaii",1,1,NA,"Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
"Neosiphonia profunda","no common name","Species","Followed Accepted AphiaID","Other","Polysiphonia profunda","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neosiphonia"
"Neosiphonia rubrorhiza","no common name","Species","Followed Accepted AphiaID","Other","Polysiphonia rubrorhiza","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neosiphonia"
"Neothremma andersoni","Columbia Gorge Caddisfly","Species","Exact Match","Insects","Neothremma andersoni","Oregon","Oregon",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Trichoptera","Uenoidae","Neothremma"
"Neraudia angulata var. angulata","no common name","Variety","Exact Match","Plants","Neraudia angulata var. angulata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Neraudia"
"Neraudia angulata var. dentata","no common name","Variety","Exact Match","Plants","Neraudia angulata var. dentata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Neraudia"
"Neraudia ovata","no common name","Species","Exact Match","Plants","Neraudia ovata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Neraudia"
"Neraudia sericea","no common name","Species","Exact Match","Plants","Neraudia sericea","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Neraudia"
"Nereocystis luetkeanus","Bull Kelp","Species","Fuzzy Match","Plants","Nereocystis luetkeana","","Oregon",0,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Laminariales","Lessoniaceae","Nereocystis"
"Neripteron vespertinum","hapawai, hapakai","Species","Followed Accepted AphiaID","Mollusks","Neritina vespertina","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritidae","Neripteron"
"Nerita picea","black nerite, pipipi, pipipi kai","Species","Exact Match","Mollusks","Nerita picea","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritidae","Nerita"
"Nerita plicata","no common name","Species","Exact Match","Mollusks","Nerita plicata","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritidae","Nerita"
"Neritilia hawaiiensis","anchialine pond snail","Species","Exact Match","Mollusks","Neritilia hawaiiensis","Hawaii","Hawaii",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritiliidae","Neritilia"
"Neritina granosa","hihiwai, wi","Species","Exact Match","Mollusks","Neritina granosa","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritidae","Neritina"
"Nestegis sandwicensis","no common name","Species","Fuzzy Match","Plants","Nestegis sandwicensis,Osmanthus (Olea) sandwicensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"Neuroptera","Lacewings, Antlions","Order","Exact Match","Insects","Neuroptera","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Insecta","Neuroptera",NA,NA
"Nezumia ectenes","no common name","Species","Exact Match","Fish","Nezumia ectenes","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Nezumia"
"Nezumia holocentra","no common name","Species","Exact Match","Fish","Nezumia holocentra","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Nezumia"
"Nothocestrum","no common name","Genus","Exact Match","Plants","Nothocestrum spp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nothocestrum"
"Nothocestrum breviflorum","aiea","Species","Exact Match","Plants","Nothocestrum breviflorum","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nothocestrum"
"Nothocestrum latifolium","aiea","Species","Exact Match","Plants","Nothocestrum latifolium","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nothocestrum"
"Nothocestrum longifolium","aiea","Species","Exact Match","Plants","Nothocestrum longifolium","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nothocestrum"
"Nothocestrum peltatum","aiea","Species","Exact Match","Plants","Nothocestrum peltatum","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nothocestrum"
"Notorynchus cepedianus","Broadnose sevengill shark","Species","Exact Match","Fish","Notorynchus cepedianus","Texas","Texas,Washington",1,2,NA,"Animalia","Chordata","Chondrichthyes","Hexanchiformes","Notorynchidae","Notorynchus"
"Nototrichium humile","no common name","Species","Exact Match","Plants","Nototrichium humile","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Nototrichium"
"Novumbra hubbsi","Olympic mudminnow","Species","Exact Match","Fish","Novumbra hubbsi","Washington","Washington",1,1,"Resolved Taxon","Animalia","Chordata","Teleostei","Esociformes","Umbridae","Novumbra"
"Nucifraga columbiana","Clark's Nutcracker","Species","Exact Match","Birds","Nucifraga columbiana","Arizona,Montana,Nebraska","Idaho,Nebraska,New Mexico",3,3,NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Nucifraga"
"Nucleolaria granulata","granulated cowry, leho","Species","Followed Accepted AphiaID","Mollusks","Cypraea granulata","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Nucleolaria"
"Numenius americanus","Long-billed Curlew","Species","Exact Match","Birds","Numenius americanus","California,Colorado,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Carolina,South Dakota,Texas,Utah,Wyoming","Colorado,Florida,Idaho,Iowa,Kansas,Louisiana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Carolina,South Dakota,Texas,Wyoming",16,16,"Resolved Taxon","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius"
"Numenius tahitiensis","Bristle-thighed Curlew","Species","Exact Match","Birds","Numenius tahitiensis","Alaska,Hawaii","Alaska,Hawaii",2,2,"Species of Concern","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius"
"Nupela thurstonensis","No Common Name","Species","Followed Accepted AphiaID","Other","Navicula thurstonensis","Hawaii","Hawaii",1,1,NA,"Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Nupela"
"Nuuanu amikai","no common name","Species","Exact Match","Other","Nuuanu amikai","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Nuuanu"
"Nycticorax nycticorax hoactli","black-crowned night heron, aukuu","Subspecies","Exact Match","Birds","Nycticorax nycticorax hoactli","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax"
"Oceanodroma castro","Band-rumped Storm-Petrel","Species","Exact Match","Birds","Oceanodroma castro","Hawaii","Delaware,Florida,Hawaii",1,3,"Endangered","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
"Oceanodroma furcata","Fork-tailed Storm-Petrel","Species","Exact Match","Birds","Oceanodrama furcata,Oceanodroma furcata","Alaska,California,Oregon","California,Oregon",3,2,NA,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
"Oceanodroma leucorhoa leucorhoa","Leach's Storm-Petrel","Subspecies","Exact Match","Birds","Oceanodroma leucorhoa leucorhoa","Alaska","Oregon",1,1,NA,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
